latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,acq_datetime,footprint_dx,footprint_dy,footprint_nw_lat,footprint_nw_lon,footprint_ne_lat,footprint_ne_lon,footprint_se_lat,footprint_se_lon,footprint_sw_lat,footprint_sw_lon,footprint_area_km2,ee_elevation,ee_ndvi,ee_population_density,ee_landcover,ee_pdsi,ee_pr,ee_sph,ee_th,ee_tmmn,ee_tmmx,ee_vs,ee_erc
34.16704,-118.07253,313.67,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.88,18.42,N,2025-01-08 09:02:00,0.0020356849825829124,0.0016843334531081568,34.168724333453106,-118.07456568498259,34.168724333453106,-118.07049431501741,34.165355666546894,-118.07049431501741,34.165355666546894,-118.07456568498259,0.140625,367,0.3793,2171.94189453125,50,-2.059999942779541,0.0,0.0038799999747425318,28.0,284.5,294.1000061035156,4.699999809265137,71.0
34.1673,-118.07623,305.83,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.77,18.42,N,2025-01-08 09:02:00,0.0020356912527551923,0.0016843334531081568,34.1689843334531,-118.07826569125275,34.1689843334531,-118.07419430874724,34.16561566654689,-118.07419430874724,34.16561566654689,-118.07826569125275,0.140625,367,0.3793,2171.94189453125,50,-2.059999942779541,0.0,0.0038799999747425318,28.0,284.5,294.1000061035156,4.699999809265137,71.0
34.16756,-118.07998,313.98,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.73,3.35,N,2025-01-08 09:02:00,0.002035697523008017,0.0016843334531081568,34.16924433345311,-118.08201569752302,34.16924433345311,-118.077944302477,34.165875666546896,-118.077944302477,34.165875666546896,-118.08201569752302,0.140625,348,0.1764,557.3958740234375,10,-2.130000114440918,0.0,0.0039900001138448715,28.0,285.20001220703125,294.3999938964844,4.5,68.0
34.16784,-118.08376,301.27,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.06,3.35,N,2025-01-08 09:02:00,0.0020357042756780617,0.0016843334531081568,34.169524333453104,-118.08579570427568,34.169524333453104,-118.08172429572431,34.16615566654689,-118.08172429572431,34.16615566654689,-118.08579570427568,0.140625,348,0.1764,557.3958740234375,10,-2.130000114440918,0.0,0.0039900001138448715,28.0,285.20001220703125,294.3999938964844,4.5,68.0
34.1681,-118.08755,304.43,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,282.68,2.34,N,2025-01-08 09:02:00,0.0020357105460981767,0.0016843334531081568,34.16978433345311,-118.08958571054609,34.16978433345311,-118.0855142894539,34.1664156665469,-118.0855142894539,34.1664156665469,-118.08958571054609,0.140625,348,0.1764,557.3958740234375,10,-2.130000114440918,0.0,0.0039900001138448715,28.0,285.20001220703125,294.3999938964844,4.5,68.0
34.16837,-118.09128,306.62,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.2,2.34,N,2025-01-08 09:02:00,0.002035717057773551,0.0016843334531081568,34.17005433345311,-118.09331571705778,34.17005433345311,-118.08924428294222,34.1666856665469,-118.08924428294222,34.1666856665469,-118.09331571705778,0.140625,296,0.1764,2022.691650390625,50,-2.130000114440918,0.0,0.0039900001138448715,28.0,285.20001220703125,294.3999938964844,4.5,68.0
34.16863,-118.09502,344.09,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,289.38,10.97,N,2025-01-08 09:02:00,0.0020357233283578623,0.0016843334531081568,34.170314333453106,-118.09705572332837,34.170314333453106,-118.09298427667164,34.166945666546894,-118.09298427667164,34.166945666546894,-118.09705572332837,0.140625,296,0.1764,2022.691650390625,50,-2.130000114440918,0.0,0.0039900001138448715,28.0,285.20001220703125,294.3999938964844,4.5,68.0
34.16888,-118.0986,367.0,0.34,0.56,2025-01-08,902,N21,VIIRS,h,2.0NRT,294.22,10.97,N,2025-01-08 09:02:00,0.0020357293578418174,0.0016843334531081568,34.17056433345311,-118.10063572935785,34.17056433345311,-118.09656427064216,34.167195666546895,-118.09656427064216,34.167195666546895,-118.10063572935785,0.140625,307,0.3598,3175.174072265625,50,-2.130000114440918,0.0,0.0039900001138448715,28.0,285.20001220703125,294.3999938964844,4.5,68.0
34.16914,-118.10214,310.03,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.73,8.35,N,2025-01-08 09:02:00,0.0020357356285841325,0.0016843334531081568,34.170824333453105,-118.10417573562859,34.170824333453105,-118.10010426437142,34.16745566654689,-118.10010426437142,34.16745566654689,-118.10417573562859,0.140625,307,0.3598,3175.174072265625,50,-2.130000114440918,0.0,0.0039900001138448715,28.0,285.20001220703125,294.3999938964844,4.5,68.0
34.17058,-118.04989,331.06,0.33,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,286.22,6.95,N,2025-01-08 09:02:00,0.0020357703603078176,0.0016843334531081568,34.17226433345311,-118.05192577036031,34.17226433345311,-118.0478542296397,34.168895666546895,-118.0478542296397,34.168895666546895,-118.05192577036031,0.140625,401,0.41390000000000005,1799.551513671875,10,-2.059999942779541,0.0,0.0038799999747425318,28.0,284.5,294.1000061035156,4.699999809265137,71.0
34.17083,-118.05328,367.0,0.33,0.56,2025-01-08,902,N21,VIIRS,h,2.0NRT,293.36,6.95,N,2025-01-08 09:02:00,0.002035776390372697,0.0016843334531081568,34.17251433345311,-118.05531577639037,34.17251433345311,-118.05124422360963,34.169145666546896,-118.05124422360963,34.169145666546896,-118.05531577639037,0.140625,393,0.38430000000000003,1294.61962890625,10,-2.059999942779541,0.0,0.0038799999747425318,28.0,284.5,294.1000061035156,4.699999809265137,71.0
34.17108,-118.0568,339.26,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,286.63,5.45,N,2025-01-08 09:02:00,0.002035782420512057,0.0016843334531081568,34.17276433345311,-118.0588357824205,34.17276433345311,-118.05476421757949,34.1693956665469,-118.05476421757949,34.1693956665469,-118.0588357824205,0.140625,393,0.38430000000000003,1294.61962890625,10,-2.059999942779541,0.0,0.0038799999747425318,28.0,284.5,294.1000061035156,4.699999809265137,71.0
34.17133,-118.06036,367.0,0.34,0.56,2025-01-08,902,N21,VIIRS,h,2.0NRT,287.27,5.45,N,2025-01-08 09:02:00,0.0020357884507259,0.0016843334531081568,34.173014333453104,-118.06239578845073,34.173014333453104,-118.05832421154928,34.16964566654689,-118.05832421154928,34.16964566654689,-118.06239578845073,0.140625,393,0.38430000000000003,1294.61962890625,10,-2.059999942779541,0.0,0.0038799999747425318,28.0,284.5,294.1000061035156,4.699999809265137,71.0
34.17159,-118.06397,367.0,0.34,0.56,2025-01-08,902,N21,VIIRS,h,2.0NRT,287.33,11.4,N,2025-01-08 09:02:00,0.002035794722227309,0.0016843334531081568,34.17327433345311,-118.06600579472223,34.17327433345311,-118.06193420527777,34.169905666546896,-118.06193420527777,34.169905666546896,-118.06600579472223,0.140625,396,0.3128,1163.223876953125,50,-2.059999942779541,0.0,0.0038799999747425318,28.0,284.5,294.1000061035156,4.699999809265137,71.0
34.17184,-118.06751,347.74,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,291.9,11.4,N,2025-01-08 09:02:00,0.002035800752593098,0.0016843334531081568,34.17352433345311,-118.06954580075259,34.17352433345311,-118.0654741992474,34.1701556665469,-118.0654741992474,34.1701556665469,-118.06954580075259,0.140625,396,0.3128,1163.223876953125,50,-2.059999942779541,0.0,0.0038799999747425318,28.0,284.5,294.1000061035156,4.699999809265137,71.0
34.1721,-118.07117,355.23,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,303.87,18.42,N,2025-01-08 09:02:00,0.002035807024252533,0.0016843334531081568,34.173784333453106,-118.07320580702425,34.173784333453106,-118.06913419297574,34.170415666546894,-118.06913419297574,34.170415666546894,-118.07320580702425,0.140625,367,0.3793,2171.94189453125,50,-2.059999942779541,0.0,0.0038799999747425318,28.0,284.5,294.1000061035156,4.699999809265137,71.0
34.17236,-118.07487,367.0,0.34,0.56,2025-01-08,902,N21,VIIRS,h,2.0NRT,291.59,18.42,N,2025-01-08 09:02:00,0.0020358132959925317,0.0016843334531081568,34.174044333453104,-118.076905813296,34.174044333453104,-118.07283418670401,34.17067566654689,-118.07283418670401,34.17067566654689,-118.076905813296,0.140625,367,0.3793,2171.94189453125,50,-2.059999942779541,0.0,0.0038799999747425318,28.0,284.5,294.1000061035156,4.699999809265137,71.0
34.17263,-118.07868,331.72,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,284.15,3.35,N,2025-01-08 09:02:00,0.0020358198090385726,0.0016843334531081568,34.174314333453104,-118.08071581980904,34.174314333453104,-118.07664418019097,34.17094566654689,-118.07664418019097,34.17094566654689,-118.08071581980904,0.140625,367,0.3793,2171.94189453125,50,-2.059999942779541,0.0,0.0038799999747425318,28.0,284.5,294.1000061035156,4.699999809265137,71.0
34.17291,-118.08253,300.97,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,282.84,3.35,N,2025-01-08 09:02:00,0.0020358265634003096,0.0016843334531081568,34.17459433345311,-118.0845658265634,34.17459433345311,-118.0804941734366,34.171225666546896,-118.0804941734366,34.171225666546896,-118.0845658265634,0.140625,348,0.1764,557.3958740234375,10,-2.130000114440918,0.0,0.0039900001138448715,28.0,285.20001220703125,294.3999938964844,4.5,68.0
34.17345,-118.09023,304.69,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.6,2.34,N,2025-01-08 09:02:00,0.0020358395899332444,0.0016843334531081568,34.17513433345311,-118.09226583958994,34.17513433345311,-118.08819416041007,34.1717656665469,-118.08819416041007,34.1717656665469,-118.09226583958994,0.140625,296,0.1764,2022.691650390625,50,-2.130000114440918,0.0,0.0039900001138448715,28.0,285.20001220703125,294.3999938964844,4.5,68.0
34.17373,-118.09412,327.8,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,285.61,10.97,N,2025-01-08 09:02:00,0.002035846344568627,0.0016843334531081568,34.175414333453105,-118.09615584634457,34.175414333453105,-118.09208415365543,34.17204566654689,-118.09208415365543,34.17204566654689,-118.09615584634457,0.140625,370,0.3149,496.8793640136719,10,-2.259999990463257,0.4000000059604645,0.003719999920576811,28.0,281.70001220703125,289.70001220703125,4.699999809265137,78.0
34.174,-118.09781,344.73,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,288.01,10.97,N,2025-01-08 09:02:00,0.002035852858055528,0.0016843334531081568,34.175684333453106,-118.09984585285805,34.175684333453106,-118.09577414714194,34.17231566654689,-118.09577414714194,34.17231566654689,-118.09984585285805,0.140625,344,0.3452,2090.6533203125,10,-2.259999990463257,0.4000000059604645,0.003719999920576811,28.0,281.70001220703125,289.70001220703125,4.699999809265137,78.0
34.17532,-118.0441,311.04,0.33,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,284.53,22.55,N,2025-01-08 09:02:00,0.00203588470302005,0.0016843334531081568,34.177004333453105,-118.04613588470302,34.177004333453105,-118.04206411529698,34.17363566654689,-118.04206411529698,34.17363566654689,-118.04613588470302,0.140625,717,0.19970000000000002,168.7879180908203,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.1758,-118.0508,355.49,0.33,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,320.33,87.11,N,2025-01-08 09:02:00,0.002035896283522069,0.0016843334531081568,34.17748433345311,-118.05283589628351,34.17748433345311,-118.04876410371648,34.174115666546896,-118.04876410371648,34.174115666546896,-118.05283589628351,0.140625,717,0.19970000000000002,168.7879180908203,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.17604,-118.05414,367.0,0.34,0.56,2025-01-08,902,N21,VIIRS,h,2.0NRT,292.44,19.3,N,2025-01-08 09:02:00,0.002035902073876065,0.0016843334531081568,34.17772433345311,-118.05617590207387,34.17772433345311,-118.05210409792613,34.174355666546894,-118.05210409792613,34.174355666546894,-118.05617590207387,0.140625,723,0.1867,179.7666473388672,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.17629,-118.05769,367.0,0.34,0.56,2025-01-08,902,N21,VIIRS,h,2.0NRT,291.45,19.3,N,2025-01-08 09:02:00,0.0020359081055678213,0.0016843334531081568,34.17797433345311,-118.05972590810556,34.17797433345311,-118.05565409189443,34.174605666546896,-118.05565409189443,34.174605666546896,-118.05972590810556,0.140625,723,0.1867,179.7666473388672,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.17657,-118.06147,329.76,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,286.5,6.54,N,2025-01-08 09:02:00,0.0020359148611510357,0.0016843334531081568,34.178254333453104,-118.06350591486115,34.178254333453104,-118.05943408513885,34.17488566654689,-118.05943408513885,34.17488566654689,-118.06350591486115,0.140625,672,0.21710000000000002,185.33192443847656,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.17683,-118.0652,334.03,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,284.53,6.54,N,2025-01-08 09:02:00,0.0020359211342762724,0.0016843334531081568,34.17851433345311,-118.06723592113428,34.17851433345311,-118.06316407886573,34.1751456665469,-118.06316407886573,34.1751456665469,-118.06723592113428,0.140625,672,0.21710000000000002,185.33192443847656,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.1771,-118.06898,338.29,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,285.66,3.59,N,2025-01-08 09:02:00,0.0020359276487608474,0.0016843334531081568,34.17878433345311,-118.07101592764876,34.17878433345311,-118.06694407235123,34.1754156665469,-118.06694407235123,34.1754156665469,-118.07101592764876,0.140625,672,0.21710000000000002,185.33192443847656,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.17738,-118.07289,347.71,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,285.76,3.59,N,2025-01-08 09:02:00,0.0020359344046144185,0.0016843334531081568,34.179064333453105,-118.07492593440462,34.179064333453105,-118.07085406559538,34.17569566654689,-118.07085406559538,34.17569566654689,-118.07492593440462,0.140625,560,0.21710000000000002,187.4214630126953,10,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.17768,-118.07698,309.24,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.77,1.94,N,2025-01-08 09:02:00,0.002035941643132669,0.0016843334531081568,34.17936433345311,-118.07901594164314,34.17936433345311,-118.07494405835688,34.175995666546896,-118.07494405835688,34.175995666546896,-118.07901594164314,0.140625,560,0.21710000000000002,187.4214630126953,10,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.17852,-118.08887,341.92,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,285.57,5.07,N,2025-01-08 09:02:00,0.002035961911554549,0.0016843334531081568,34.180204333453105,-118.09090596191156,34.180204333453105,-118.08683403808844,34.17683566654689,-118.08683403808844,34.17683566654689,-118.09090596191156,0.140625,370,0.3149,496.8793640136719,10,-2.259999990463257,0.4000000059604645,0.003719999920576811,28.0,281.70001220703125,289.70001220703125,4.699999809265137,78.0
34.17882,-118.09299,312.43,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,284.58,1.67,N,2025-01-08 09:02:00,0.0020359691504805034,0.0016843334531081568,34.18050433345311,-118.09502596915048,34.18050433345311,-118.09095403084952,34.177135666546896,-118.09095403084952,34.177135666546896,-118.09502596915048,0.140625,370,0.3149,496.8793640136719,10,-2.259999990463257,0.4000000059604645,0.003719999920576811,28.0,281.70001220703125,289.70001220703125,4.699999809265137,78.0
34.17909,-118.09681,317.05,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,284.68,1.67,N,2025-01-08 09:02:00,0.0020359756656055995,0.0016843334531081568,34.18077433345311,-118.09884597566561,34.18077433345311,-118.0947740243344,34.177405666546896,-118.0947740243344,34.177405666546896,-118.09884597566561,0.140625,370,0.3149,496.8793640136719,10,-2.259999990463257,0.4000000059604645,0.003719999920576811,28.0,281.70001220703125,289.70001220703125,4.699999809265137,78.0
34.17986,-118.10759,307.58,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,284.1,6.79,N,2025-01-08 09:02:00,0.0020359942462545187,0.0016843334531081568,34.181544333453104,-118.10962599424626,34.181544333453104,-118.10555400575375,34.17817566654689,-118.10555400575375,34.17817566654689,-118.10962599424626,0.140625,365,0.3859,3033.17919921875,50,-2.259999990463257,0.4000000059604645,0.003719999920576811,28.0,281.70001220703125,289.70001220703125,4.699999809265137,78.0
34.18054,-118.04498,302.59,0.33,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,282.92,87.11,N,2025-01-08 09:02:00,0.0020360106557270417,0.0016843334531081568,34.18222433345311,-118.04701601065572,34.18222433345311,-118.04294398934427,34.178855666546895,-118.04294398934427,34.178855666546895,-118.04701601065572,0.140625,717,0.19970000000000002,168.7879180908203,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.18077,-118.04826,367.0,0.33,0.56,2025-01-08,902,N21,VIIRS,h,2.0NRT,288.13,87.11,N,2025-01-08 09:02:00,0.002036016206114576,0.0016843334531081568,34.18245433345311,-118.05029601620612,34.18245433345311,-118.04622398379388,34.1790856665469,-118.04622398379388,34.1790856665469,-118.05029601620612,0.140625,717,0.19970000000000002,168.7879180908203,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.181,-118.05135,367.0,0.34,0.56,2025-01-08,902,N21,VIIRS,h,2.0NRT,295.89,19.3,N,2025-01-08 09:02:00,0.0020360217565651806,0.0016843334531081568,34.1826843334531,-118.05338602175657,34.1826843334531,-118.04931397824343,34.17931566654689,-118.04931397824343,34.17931566654689,-118.05338602175657,0.140625,717,0.19970000000000002,168.7879180908203,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.18123,-118.05463,367.0,0.34,0.56,2025-01-08,902,N21,VIIRS,h,2.0NRT,291.23,19.3,N,2025-01-08 09:02:00,0.0020360273070788577,0.0016843334531081568,34.182914333453105,-118.05666602730709,34.182914333453105,-118.05259397269292,34.17954566654689,-118.05259397269292,34.17954566654689,-118.05666602730709,0.140625,723,0.1867,179.7666473388672,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.18149,-118.05824,354.44,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,293.18,6.54,N,2025-01-08 09:02:00,0.0020360335816485284,0.0016843334531081568,34.1831743334531,-118.06027603358164,34.1831743334531,-118.05620396641835,34.17980566654689,-118.05620396641835,34.17980566654689,-118.06027603358164,0.140625,723,0.1867,179.7666473388672,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.18177,-118.0621,332.08,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,285.7,6.54,N,2025-01-08 09:02:00,0.0020360403389675435,0.0016843334531081568,34.183454333453106,-118.06413604033897,34.183454333453106,-118.06006395966104,34.180085666546894,-118.06006395966104,34.180085666546894,-118.06413604033897,0.140625,672,0.21710000000000002,185.33192443847656,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.18205,-118.06599,315.74,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.72,3.59,N,2025-01-08 09:02:00,0.002036047096380037,0.0016843334531081568,34.1837343334531,-118.06802604709638,34.1837343334531,-118.06395395290362,34.18036566654689,-118.06395395290362,34.18036566654689,-118.06802604709638,0.140625,672,0.21710000000000002,185.33192443847656,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
34.18233,-118.06998,305.16,0.34,0.56,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.4,3.59,N,2025-01-08 09:02:00,0.00203605385388601,0.0016843334531081568,34.184014333453106,-118.07201605385389,34.184014333453106,-118.06794394614612,34.180645666546894,-118.06794394614612,34.180645666546894,-118.07201605385389,0.140625,672,0.21710000000000002,185.33192443847656,20,-2.5,0.5,0.0031300000846385956,28.0,280.20001220703125,287.20001220703125,5.0,81.0
